LeadId,FirstName,LastName,Company,Country,Region,Source,Status,Score,Rating,IsConverted,ConvertedAccountId,Product_Interest,CreatedDate,LastActivityDate,SalesRep
LED00905,Yiannis,Müller,Air Force Greece,Greece,Europe,LinkedIn,New,76,Hot,False,,Falcon 6X,2023-01-10,2024-01-19,Sophie Leclerc
LED00906,Klaus,Al-Farsi,Ministry of Defense France,France,Europe,LinkedIn,Nurturing,38,Cold,False,,Training Program,2023-12-07,2024-02-05,Marc Dupont
LED00907,Hans,Santoso,Air Force Germany,Germany,Europe,Euronaval,Working,58,Warm,False,,Falcon 6X,2021-03-31,2023-12-26,Antoine Morel
LED00908,Fatima,Hassan,Ministry of Defense UAE,UAE,Middle East,Air Show Le Bourget,New,24,Cold,False,,Rafale F4,2020-06-10,2024-04-19,Sophie Leclerc
LED00909,Priya,Wijaya,Air Force Spain,Spain,Europe,Dubai Airshow,Disqualified,76,Hot,False,,Upgrade EW Suite,2022-10-16,2023-04-13,Antoine Morel
LED00910,Budi,Kumar,Air Force Qatar,Qatar,Middle East,DSEI London,Nurturing,22,Cold,False,,Upgrade EW Suite,2023-05-01,2024-07-19,Sophie Leclerc
LED00911,Klaus,Al-Rashid,Air Force Egypt,Egypt,Africa,LinkedIn,Working,40,Warm,False,,Falcon 6X,2022-12-29,2023-11-29,Sophie Leclerc
LED00912,Mohammed,Patel,Air Force Spain,Spain,Europe,Partner Network,New,6,Cold,False,,Training Program,2024-05-01,2024-06-18,Marc Dupont
LED00913,Yiannis,Nasser,Ministry of Defense Indonesia,Indonesia,Asia,Euronaval,New,63,Warm,False,,Offset Industrial Package,2023-05-17,2024-06-27,Antoine Morel
LED00914,Nikos,López,Ministry of Defense Greece,Greece,Europe,DSEI London,Working,28,Cold,False,,Falcon 10X,2022-06-11,2023-07-01,Isabelle Bernard
LED00915,Priya,Al-Farsi,Air Force Qatar,Qatar,Middle East,Euronaval,Converted,6,Cold,True,ACC0020,Upgrade EW Suite,2018-04-29,2022-02-20,Isabelle Bernard
LED00916,Amit,Al-Thani,Air Force Germany,Germany,Europe,Dubai Airshow,Nurturing,2,Cold,False,,Rafale F4,2020-08-16,2023-08-27,Antoine Morel
LED00917,Klaus,Nasser,Air Force Spain,Spain,Europe,Embassy Referral,Disqualified,37,Cold,False,,Upgrade EW Suite,2019-11-29,2024-04-06,Antoine Morel
LED00918,Miguel,Patel,Air Force Germany,Germany,Europe,Euronaval,Disqualified,96,Hot,False,,Upgrade EW Suite,2023-02-19,2024-03-04,Isabelle Bernard
LED00919,Siti,Al-Farsi,Ministry of Defense Germany,Germany,Europe,LinkedIn,Converted,44,Warm,True,ACC0002,Falcon 8X,2019-06-02,2020-03-21,Jean-Pierre Martin
LED00920,Nikos,Müller,Ministry of Defense Germany,Germany,Europe,Partner Network,Converted,59,Warm,True,ACC0007,Offset Industrial Package,2018-10-31,2023-11-24,Jean-Pierre Martin
LED00921,Klaus,García,Ministry of Defense India,India,Asia,Partner Network,Converted,42,Warm,True,ACC0026,Rafale F4,2023-12-08,2024-04-22,Sophie Leclerc
LED00922,Khaled,Wijaya,Air Force Croatia,Croatia,Europe,Embassy Referral,Disqualified,97,Hot,False,,Falcon 8X,2023-11-13,2024-11-18,Sophie Leclerc
LED00923,Ante,Al-Farsi,Ministry of Defense UAE,UAE,Middle East,Air Show Le Bourget,Nurturing,67,Warm,False,,Offset Industrial Package,2022-11-15,2023-07-24,Antoine Morel
LED00924,Miguel,Kumar,Ministry of Defense Spain,Spain,Europe,Partner Network,Working,10,Cold,False,,Rafale F3-R,2021-10-10,2022-09-16,Jean-Pierre Martin
LED00925,Nikos,Marić,Ministry of Defense Croatia,Croatia,Europe,Partner Network,New,73,Hot,False,,Spare Parts Package,2021-07-16,2024-10-26,Sophie Leclerc
LED00926,Siti,Marić,Ministry of Defense Qatar,Qatar,Middle East,Dubai Airshow,Converted,11,Cold,True,ACC0025,Training Program,2021-07-06,2021-07-30,Marc Dupont
LED00927,Mohammed,López,Air Force France,France,Europe,Dubai Airshow,Working,86,Hot,False,,Offset Industrial Package,2019-05-13,2019-10-23,Jean-Pierre Martin
LED00928,Klaus,Papadopoulos,Ministry of Defense Spain,Spain,Europe,Dubai Airshow,Disqualified,16,Cold,False,,MRO Contract Rafale,2023-04-27,2024-04-18,Jean-Pierre Martin
LED00929,Amit,Marić,Ministry of Defense Indonesia,Indonesia,Asia,Dubai Airshow,Nurturing,5,Cold,False,,Upgrade EW Suite,2023-12-16,2024-02-16,Jean-Pierre Martin
LED00930,Budi,Nikolaou,Air Force Qatar,Qatar,Middle East,Euronaval,Disqualified,7,Cold,False,,Rafale F4,2021-05-11,2023-04-13,Antoine Morel
LED00931,Yiannis,Hassan,Air Force UAE,UAE,Middle East,Partner Network,Converted,48,Warm,True,ACC0012,Upgrade EW Suite,2019-07-27,2023-08-10,Antoine Morel
LED00932,Hans,Sharma,Ministry of Defense Germany,Germany,Europe,Embassy Referral,Working,31,Cold,False,,MRO Contract Rafale,2020-09-18,2023-10-08,Marc Dupont
LED00933,Yiannis,Horvat,Air Force Egypt,Egypt,Africa,Embassy Referral,Converted,46,Warm,True,ACC0011,Spare Parts Package,2021-04-10,2023-05-19,Sophie Leclerc
LED00934,Mohammed,Nasser,Air Force Germany,Germany,Europe,Partner Network,Working,23,Cold,False,,Spare Parts Package,2019-04-19,2019-10-10,Sophie Leclerc
LED00935,Hamad,Marić,Ministry of Defense Croatia,Croatia,Europe,Dubai Airshow,Working,62,Warm,False,,Spare Parts Package,2018-04-26,2022-11-29,Jean-Pierre Martin
LED00936,Khaled,García,Air Force UAE,UAE,Middle East,LinkedIn,Working,37,Cold,False,,Spare Parts Package,2018-12-03,2019-10-12,Jean-Pierre Martin
LED00937,Budi,Singh,Ministry of Defense Germany,Germany,Europe,DSEI London,Nurturing,89,Hot,False,,Falcon 10X,2021-08-17,2023-12-03,Marc Dupont
LED00938,Ante,Kumar,Air Force Qatar,Qatar,Middle East,Air Show Le Bourget,New,15,Cold,False,,Falcon 6X,2024-04-13,2024-04-15,Marc Dupont
LED00939,Siti,Al-Farsi,Air Force Croatia,Croatia,Europe,Aero India Bangalore,Working,53,Warm,False,,Falcon 10X,2019-07-05,2023-04-20,Marc Dupont
LED00940,Miguel,Singh,Ministry of Defense Egypt,Egypt,Africa,Partner Network,Converted,67,Warm,True,ACC0030,Rafale F3-R,2020-07-30,2023-10-21,Isabelle Bernard
LED00941,Miguel,Al-Thani,Air Force Indonesia,Indonesia,Asia,Air Show Le Bourget,Nurturing,63,Warm,False,,Upgrade EW Suite,2018-01-15,2021-02-27,Antoine Morel
LED00942,Mohammed,Horvat,Ministry of Defense Greece,Greece,Europe,Partner Network,Converted,40,Warm,True,ACC0025,MRO Contract Rafale,2021-12-07,2024-06-23,Sophie Leclerc
LED00943,Rajesh,Al-Rashid,Ministry of Defense Egypt,Egypt,Africa,Partner Network,Working,58,Warm,False,,Upgrade EW Suite,2020-03-16,2020-11-16,Jean-Pierre Martin
LED00944,Budi,Müller,Ministry of Defense Greece,Greece,Europe,Embassy Referral,Converted,99,Hot,True,ACC0019,Upgrade EW Suite,2018-05-24,2024-04-03,Jean-Pierre Martin
LED00945,Siti,Horvat,Ministry of Defense UAE,UAE,Middle East,Partner Network,Nurturing,70,Hot,False,,Falcon 6X,2022-01-11,2024-04-18,Marc Dupont
LED00946,Ivana,Kumar,Ministry of Defense Croatia,Croatia,Europe,Partner Network,Converted,1,Cold,True,ACC0020,Rafale F4,2019-01-22,2022-12-21,Sophie Leclerc
LED00947,Nikos,Patel,Air Force India,India,Asia,Embassy Referral,Nurturing,23,Cold,False,,Falcon 8X,2022-06-10,2022-07-20,Marc Dupont
LED00948,Sunita,Nikolaou,Air Force France,France,Europe,DSEI London,Disqualified,29,Cold,False,,Rafale F3-R,2018-05-23,2021-05-26,Marc Dupont
LED00949,Miguel,García,Air Force India,India,Asia,DSEI London,Converted,7,Cold,True,ACC0007,Falcon 8X,2023-07-20,2023-12-05,Marc Dupont
LED00950,Hans,Müller,Air Force Spain,Spain,Europe,Dubai Airshow,New,82,Hot,False,,Falcon 8X,2023-06-01,2023-10-26,Marc Dupont
LED00951,Khalid,Papadopoulos,Ministry of Defense India,India,Asia,Partner Network,Converted,75,Hot,True,ACC0009,Offset Industrial Package,2024-04-04,2024-07-17,Sophie Leclerc
LED00952,Klaus,Papadopoulos,Air Force France,France,Europe,Aero India Bangalore,New,47,Warm,False,,Rafale F3-R,2023-07-25,2023-12-07,Sophie Leclerc
LED00953,Priya,Santoso,Air Force Indonesia,Indonesia,Asia,Aero India Bangalore,New,12,Cold,False,,Upgrade EW Suite,2018-07-31,2023-06-02,Jean-Pierre Martin
LED00954,Ante,Nasser,Air Force UAE,UAE,Middle East,Embassy Referral,Nurturing,6,Cold,False,,Falcon 8X,2019-09-04,2019-12-27,Sophie Leclerc
LED00955,Khaled,Al-Rashid,Ministry of Defense India,India,Asia,Air Show Le Bourget,Working,76,Hot,False,,Rafale F4,2020-08-26,2023-11-08,Marc Dupont
LED00956,Amit,Nikolaou,Air Force Indonesia,Indonesia,Asia,Dubai Airshow,Nurturing,69,Warm,False,,MRO Contract Rafale,2018-02-10,2018-06-12,Jean-Pierre Martin
LED00957,Rajesh,Kumar,Ministry of Defense Croatia,Croatia,Europe,DSEI London,New,31,Cold,False,,Falcon 6X,2024-04-25,2024-09-29,Isabelle Bernard
LED00958,Hamad,Al-Thani,Air Force UAE,UAE,Middle East,DSEI London,Converted,96,Hot,True,ACC0007,Upgrade EW Suite,2023-01-24,2024-02-17,Antoine Morel
LED00959,Khalid,Papadopoulos,Air Force Spain,Spain,Europe,Air Show Le Bourget,Disqualified,60,Warm,False,,Rafale F3-R,2022-05-16,2024-08-16,Marc Dupont
LED00960,Khalid,Al-Farsi,Ministry of Defense Greece,Greece,Europe,LinkedIn,Nurturing,95,Hot,False,,Upgrade EW Suite,2019-04-04,2020-01-09,Isabelle Bernard
LED00961,Priya,Papadopoulos,Ministry of Defense Croatia,Croatia,Europe,Air Show Le Bourget,Working,32,Cold,False,,Falcon 10X,2022-07-26,2023-05-22,Sophie Leclerc
LED00962,Rajesh,Papadopoulos,Air Force Qatar,Qatar,Middle East,Aero India Bangalore,New,18,Cold,False,,Falcon 6X,2022-06-16,2024-02-07,Marc Dupont
LED00963,Miguel,García,Air Force France,France,Europe,DSEI London,Disqualified,93,Hot,False,,Training Program,2018-03-11,2023-07-06,Sophie Leclerc
LED00964,Fatima,Patel,Air Force Germany,Germany,Europe,Embassy Referral,Working,2,Cold,False,,Falcon 6X,2020-01-19,2020-10-12,Isabelle Bernard
LED00965,Ante,Kumar,Ministry of Defense Egypt,Egypt,Africa,Embassy Referral,Nurturing,83,Hot,False,,Falcon 8X,2021-05-14,2022-11-18,Marc Dupont
LED00966,Priya,Papadopoulos,Air Force Germany,Germany,Europe,LinkedIn,Working,69,Warm,False,,Offset Industrial Package,2022-04-15,2024-02-27,Jean-Pierre Martin
LED00967,Hamad,Al-Rashid,Ministry of Defense Spain,Spain,Europe,LinkedIn,Disqualified,74,Hot,False,,Spare Parts Package,2019-01-08,2022-03-22,Antoine Morel
LED00968,Fatima,Papadopoulos,Air Force Greece,Greece,Europe,Embassy Referral,Nurturing,61,Warm,False,,Spare Parts Package,2023-10-06,2023-11-05,Jean-Pierre Martin
LED00969,Ivana,Nikolaou,Ministry of Defense Greece,Greece,Europe,Euronaval,Working,58,Warm,False,,Upgrade EW Suite,2023-09-25,2023-11-09,Antoine Morel
LED00970,Nikos,Hassan,Air Force Germany,Germany,Europe,DSEI London,Nurturing,4,Cold,False,,Rafale F3-R,2024-05-12,2024-05-24,Isabelle Bernard
LED00971,Budi,Singh,Ministry of Defense Indonesia,Indonesia,Asia,Dubai Airshow,Disqualified,77,Hot,False,,Falcon 10X,2019-06-08,2022-06-18,Marc Dupont
LED00972,Siti,Al-Thani,Air Force Greece,Greece,Europe,Embassy Referral,Disqualified,57,Warm,False,,Offset Industrial Package,2018-06-10,2024-05-10,Isabelle Bernard
LED00973,Hamad,Hassan,Ministry of Defense Greece,Greece,Europe,LinkedIn,Working,55,Warm,False,,Falcon 6X,2018-02-09,2023-08-15,Sophie Leclerc
LED00974,Budi,Kumar,Air Force Qatar,Qatar,Middle East,Air Show Le Bourget,New,42,Warm,False,,Rafale F3-R,2020-05-02,2023-05-30,Antoine Morel
LED00975,Yiannis,Horvat,Ministry of Defense UAE,UAE,Middle East,Embassy Referral,Converted,37,Cold,True,ACC0020,Rafale F3-R,2022-07-10,2022-07-13,Antoine Morel
LED00976,Rajesh,López,Ministry of Defense Egypt,Egypt,Africa,DSEI London,New,32,Cold,False,,Rafale F4,2018-01-11,2022-05-04,Antoine Morel
LED00977,Yiannis,López,Ministry of Defense UAE,UAE,Middle East,Aero India Bangalore,Converted,17,Cold,True,ACC0025,Offset Industrial Package,2020-04-05,2024-05-02,Isabelle Bernard
LED00978,Klaus,Marić,Ministry of Defense Indonesia,Indonesia,Asia,Air Show Le Bourget,Nurturing,1,Cold,False,,Rafale F4,2021-10-11,2024-11-05,Isabelle Bernard
LED00979,Rajesh,Schmidt,Ministry of Defense Greece,Greece,Europe,Partner Network,Working,49,Warm,False,,Offset Industrial Package,2018-07-27,2024-05-05,Marc Dupont
LED00980,Ivana,Nikolaou,Air Force UAE,UAE,Middle East,Dubai Airshow,New,55,Warm,False,,Rafale F4,2019-02-01,2020-01-15,Marc Dupont
LED00981,Amit,Wijaya,Air Force Germany,Germany,Europe,DSEI London,Converted,71,Hot,True,ACC0019,Falcon 10X,2020-11-27,2021-09-30,Jean-Pierre Martin
LED00982,Budi,Singh,Ministry of Defense Greece,Greece,Europe,Dubai Airshow,New,85,Hot,False,,Falcon 10X,2022-01-26,2024-05-20,Isabelle Bernard
LED00983,Klaus,López,Ministry of Defense Croatia,Croatia,Europe,Air Show Le Bourget,Working,41,Warm,False,,Falcon 10X,2020-10-22,2023-01-28,Isabelle Bernard
LED00984,Ante,Papadopoulos,Air Force France,France,Europe,Partner Network,New,91,Hot,False,,Rafale F3-R,2018-08-28,2020-03-20,Antoine Morel
LED00985,Siti,Nikolaou,Ministry of Defense Spain,Spain,Europe,DSEI London,Disqualified,19,Cold,False,,Falcon 10X,2020-06-30,2020-07-02,Sophie Leclerc
LED00986,Ahmed,Al-Sabah,Air Force France,France,Europe,Embassy Referral,Nurturing,4,Cold,False,,MRO Contract Rafale,2023-08-14,2024-11-19,Sophie Leclerc
LED00987,Fatima,Müller,Air Force UAE,UAE,Middle East,Partner Network,Converted,45,Warm,True,ACC0030,Falcon 6X,2020-02-29,2022-02-03,Isabelle Bernard
LED00988,Ante,Papadopoulos,Ministry of Defense India,India,Asia,Air Show Le Bourget,New,37,Cold,False,,MRO Contract Rafale,2019-01-23,2020-04-06,Antoine Morel
LED00989,Sunita,López,Air Force Indonesia,Indonesia,Asia,DSEI London,Converted,8,Cold,True,ACC0022,Spare Parts Package,2021-09-02,2022-04-24,Jean-Pierre Martin
LED00990,Carlos,Al-Rashid,Air Force Croatia,Croatia,Europe,Air Show Le Bourget,Working,77,Hot,False,,Rafale F3-R,2018-08-15,2019-07-30,Sophie Leclerc
LED00991,Ahmed,Al-Thani,Air Force Spain,Spain,Europe,Dubai Airshow,Nurturing,18,Cold,False,,Falcon 8X,2018-05-02,2024-09-12,Isabelle Bernard
LED00992,Ante,Patel,Air Force Qatar,Qatar,Middle East,DSEI London,New,11,Cold,False,,Spare Parts Package,2020-12-19,2023-05-29,Marc Dupont
LED00993,Klaus,Al-Thani,Ministry of Defense Greece,Greece,Europe,Dubai Airshow,Working,39,Cold,False,,Training Program,2018-07-08,2023-03-20,Sophie Leclerc
LED00994,Amit,Horvat,Air Force Indonesia,Indonesia,Asia,Euronaval,New,3,Cold,False,,Training Program,2018-12-27,2021-04-14,Marc Dupont
LED00995,Fatima,Hassan,Air Force France,France,Europe,Partner Network,Working,33,Cold,False,,Spare Parts Package,2024-04-05,2024-08-19,Sophie Leclerc
LED00996,Yiannis,Al-Thani,Air Force Qatar,Qatar,Middle East,Aero India Bangalore,New,96,Hot,False,,Rafale F3-R,2019-06-01,2022-04-09,Isabelle Bernard
LED00997,Nikos,Papadopoulos,Air Force Indonesia,Indonesia,Asia,Embassy Referral,Disqualified,44,Warm,False,,Rafale F4,2022-06-28,2024-03-25,Isabelle Bernard
LED00998,Hans,Müller,Air Force Spain,Spain,Europe,Embassy Referral,Nurturing,56,Warm,False,,Rafale F4,2021-01-09,2024-09-26,Sophie Leclerc
LED00999,Mohammed,Wijaya,Air Force UAE,UAE,Middle East,Air Show Le Bourget,New,46,Warm,False,,Offset Industrial Package,2022-08-18,2023-12-25,Marc Dupont
LED01000,Budi,Müller,Air Force France,France,Europe,Aero India Bangalore,Working,30,Cold,False,,Spare Parts Package,2021-01-18,2023-03-03,Antoine Morel
LED01001,Carlos,Schmidt,Ministry of Defense Egypt,Egypt,Africa,Aero India Bangalore,New,19,Cold,False,,MRO Contract Rafale,2022-11-08,2023-04-24,Marc Dupont
LED01002,Carlos,Müller,Ministry of Defense Germany,Germany,Europe,Euronaval,Working,100,Hot,False,,Rafale F4,2022-06-26,2024-08-18,Jean-Pierre Martin
LED01003,Ante,Hassan,Ministry of Defense Germany,Germany,Europe,DSEI London,Converted,63,Warm,True,ACC0015,Falcon 6X,2024-02-18,2024-02-19,Isabelle Bernard
LED01004,Siti,Wijaya,Ministry of Defense Greece,Greece,Europe,Dubai Airshow,Working,28,Cold,False,,Rafale F4,2021-03-23,2024-03-08,Antoine Morel
LED01005,Khaled,García,Ministry of Defense Germany,Germany,Europe,Euronaval,Nurturing,53,Warm,False,,Rafale F3-R,2022-07-18,2023-07-08,Jean-Pierre Martin
LED01006,Klaus,Santoso,Ministry of Defense India,India,Asia,DSEI London,New,23,Cold,False,,Falcon 10X,2022-02-28,2022-05-23,Sophie Leclerc
LED01007,Klaus,Schmidt,Ministry of Defense India,India,Asia,Dubai Airshow,Converted,15,Cold,True,ACC0017,Spare Parts Package,2018-07-28,2018-08-14,Sophie Leclerc
LED01008,Khaled,Sharma,Ministry of Defense France,France,Europe,Partner Network,Converted,12,Cold,True,ACC0007,Falcon 8X,2023-09-01,2023-10-02,Sophie Leclerc
LED01009,Ahmed,Hassan,Ministry of Defense Germany,Germany,Europe,DSEI London,Nurturing,57,Warm,False,,Rafale F3-R,2018-07-22,2018-09-14,Sophie Leclerc
LED01010,Mohammed,López,Ministry of Defense Croatia,Croatia,Europe,Euronaval,Working,14,Cold,False,,Upgrade EW Suite,2023-07-27,2024-02-24,Jean-Pierre Martin
LED01011,Hans,Sharma,Ministry of Defense Indonesia,Indonesia,Asia,DSEI London,Converted,19,Cold,True,ACC0009,Rafale F4,2021-12-24,2023-07-30,Isabelle Bernard
LED01012,Budi,Nikolaou,Air Force Qatar,Qatar,Middle East,LinkedIn,Converted,1,Cold,True,ACC0011,Upgrade EW Suite,2018-11-12,2020-09-20,Jean-Pierre Martin
LED01013,Siti,Kumar,Air Force Croatia,Croatia,Europe,Air Show Le Bourget,Nurturing,21,Cold,False,,Training Program,2022-12-23,2024-08-27,Jean-Pierre Martin
LED01014,Fatima,Kumar,Ministry of Defense Croatia,Croatia,Europe,Dubai Airshow,Disqualified,14,Cold,False,,Upgrade EW Suite,2019-03-10,2020-06-06,Antoine Morel
LED01015,Carlos,Al-Sabah,Air Force France,France,Europe,Partner Network,Disqualified,16,Cold,False,,Rafale F4,2022-04-23,2023-10-23,Sophie Leclerc
LED01016,Ante,Al-Farsi,Ministry of Defense Qatar,Qatar,Middle East,Partner Network,New,29,Cold,False,,Rafale F3-R,2022-09-14,2023-03-19,Marc Dupont
LED01017,Siti,Sharma,Air Force Spain,Spain,Europe,Air Show Le Bourget,Converted,46,Warm,True,ACC0021,Falcon 10X,2023-03-22,2024-01-16,Sophie Leclerc
LED01018,Mohammed,Nasser,Ministry of Defense UAE,UAE,Middle East,Aero India Bangalore,Disqualified,50,Warm,False,,Spare Parts Package,2019-10-27,2023-03-13,Isabelle Bernard
LED01019,Rajesh,Nasser,Ministry of Defense Croatia,Croatia,Europe,LinkedIn,Working,33,Cold,False,,MRO Contract Rafale,2023-04-18,2023-06-24,Isabelle Bernard
LED01020,Nikos,Hassan,Air Force UAE,UAE,Middle East,DSEI London,Converted,73,Hot,True,ACC0024,Rafale F4,2022-02-02,2024-05-14,Marc Dupont
LED01021,Budi,Santoso,Air Force Indonesia,Indonesia,Asia,Aero India Bangalore,New,9,Cold,False,,Upgrade EW Suite,2018-02-09,2020-12-31,Sophie Leclerc
LED01022,Hans,Marić,Ministry of Defense UAE,UAE,Middle East,Euronaval,Converted,89,Hot,True,ACC0019,Falcon 8X,2019-04-06,2022-06-30,Antoine Morel
LED01023,Klaus,Al-Farsi,Ministry of Defense Spain,Spain,Europe,Euronaval,Working,8,Cold,False,,Offset Industrial Package,2018-02-11,2018-12-13,Jean-Pierre Martin
LED01024,Ahmed,Nasser,Air Force UAE,UAE,Middle East,LinkedIn,New,5,Cold,False,,MRO Contract Rafale,2022-02-17,2024-04-08,Antoine Morel
LED01025,Ivana,Schmidt,Ministry of Defense Greece,Greece,Europe,Embassy Referral,Converted,51,Warm,True,ACC0008,Falcon 10X,2020-09-30,2023-10-31,Jean-Pierre Martin
LED01026,Carlos,Al-Sabah,Air Force India,India,Asia,DSEI London,New,41,Warm,False,,Falcon 8X,2019-05-01,2022-01-29,Antoine Morel
LED01027,Amit,Singh,Ministry of Defense Egypt,Egypt,Africa,Embassy Referral,Nurturing,40,Warm,False,,Rafale F4,2024-03-10,2024-05-19,Antoine Morel
LED01028,Nikos,Horvat,Ministry of Defense Croatia,Croatia,Europe,DSEI London,Working,63,Warm,False,,Offset Industrial Package,2019-02-08,2024-09-07,Antoine Morel
LED01029,Priya,Schmidt,Air Force Qatar,Qatar,Middle East,DSEI London,Working,46,Warm,False,,Falcon 6X,2022-03-22,2024-04-11,Isabelle Bernard
LED01030,Sunita,García,Air Force France,France,Europe,Air Show Le Bourget,Converted,37,Cold,True,ACC0015,Training Program,2022-11-18,2023-04-11,Jean-Pierre Martin
LED01031,Budi,Sharma,Ministry of Defense Egypt,Egypt,Africa,LinkedIn,New,56,Warm,False,,Training Program,2023-03-02,2023-07-05,Marc Dupont
LED01032,Ivana,Al-Sabah,Ministry of Defense Greece,Greece,Europe,Embassy Referral,Converted,96,Hot,True,ACC0002,Falcon 6X,2023-12-18,2024-02-06,Isabelle Bernard
LED01033,Yiannis,Müller,Ministry of Defense Greece,Greece,Europe,LinkedIn,Nurturing,29,Cold,False,,Falcon 10X,2020-01-31,2022-11-26,Marc Dupont
LED01034,Hamad,Singh,Air Force France,France,Europe,Partner Network,New,49,Warm,False,,Spare Parts Package,2024-04-23,2024-10-15,Antoine Morel
LED01035,Klaus,Sharma,Air Force France,France,Europe,Embassy Referral,Working,57,Warm,False,,Spare Parts Package,2023-10-16,2024-02-21,Sophie Leclerc
LED01036,Nikos,Al-Sabah,Ministry of Defense Croatia,Croatia,Europe,Air Show Le Bourget,Disqualified,83,Hot,False,,Falcon 6X,2020-04-27,2022-03-20,Sophie Leclerc
LED01037,Hans,Papadopoulos,Air Force Croatia,Croatia,Europe,Embassy Referral,Converted,53,Warm,True,ACC0017,Spare Parts Package,2022-01-06,2024-11-03,Isabelle Bernard
LED01038,Siti,Wijaya,Ministry of Defense Indonesia,Indonesia,Asia,Air Show Le Bourget,Converted,85,Hot,True,ACC0019,Falcon 6X,2020-12-14,2021-12-10,Jean-Pierre Martin
LED01039,Sunita,Kumar,Ministry of Defense Qatar,Qatar,Middle East,LinkedIn,Working,99,Hot,False,,Offset Industrial Package,2018-01-25,2019-09-10,Isabelle Bernard
LED01040,Hans,Nikolaou,Air Force Germany,Germany,Europe,Dubai Airshow,Converted,53,Warm,True,ACC0009,Rafale F3-R,2021-09-02,2023-06-07,Sophie Leclerc
LED01041,Siti,Schmidt,Ministry of Defense Indonesia,Indonesia,Asia,LinkedIn,New,57,Warm,False,,Training Program,2023-04-25,2024-04-06,Marc Dupont
LED01042,Ivana,Wijaya,Air Force France,France,Europe,Euronaval,Disqualified,55,Warm,False,,Falcon 8X,2018-04-24,2023-08-29,Sophie Leclerc
LED01043,Priya,Al-Thani,Air Force France,France,Europe,Embassy Referral,Converted,58,Warm,True,ACC0021,Falcon 8X,2020-01-09,2022-09-22,Jean-Pierre Martin
LED01044,Fatima,Schmidt,Air Force Egypt,Egypt,Africa,DSEI London,Converted,59,Warm,True,ACC0016,Rafale F4,2023-07-01,2024-09-06,Sophie Leclerc
LED01045,Sunita,Al-Farsi,Air Force Greece,Greece,Europe,Air Show Le Bourget,Converted,20,Cold,True,ACC0027,Upgrade EW Suite,2024-02-03,2024-08-27,Antoine Morel
LED01046,Fatima,López,Air Force India,India,Asia,Dubai Airshow,Working,47,Warm,False,,Offset Industrial Package,2019-03-01,2021-03-03,Sophie Leclerc
LED01047,Ante,Kumar,Air Force France,France,Europe,Air Show Le Bourget,Nurturing,95,Hot,False,,Falcon 10X,2024-05-18,2024-07-04,Isabelle Bernard
LED01048,Rajesh,Hassan,Air Force Croatia,Croatia,Europe,Euronaval,New,9,Cold,False,,Rafale F3-R,2024-02-16,2024-06-05,Jean-Pierre Martin
LED01049,Amit,Kumar,Ministry of Defense UAE,UAE,Middle East,Embassy Referral,Disqualified,57,Warm,False,,Falcon 10X,2018-06-11,2020-08-31,Sophie Leclerc
LED01050,Khaled,López,Air Force Indonesia,Indonesia,Asia,Aero India Bangalore,Working,58,Warm,False,,Rafale F4,2021-02-19,2023-08-10,Sophie Leclerc
LED01051,Rajesh,Marić,Air Force Croatia,Croatia,Europe,Euronaval,Disqualified,55,Warm,False,,Offset Industrial Package,2024-03-24,2024-04-01,Isabelle Bernard
LED01052,Hans,Schmidt,Ministry of Defense Greece,Greece,Europe,LinkedIn,Working,7,Cold,False,,Upgrade EW Suite,2021-12-03,2023-09-29,Jean-Pierre Martin
LED01053,Khalid,Al-Thani,Ministry of Defense Germany,Germany,Europe,Dubai Airshow,New,28,Cold,False,,Rafale F4,2019-10-10,2020-09-01,Antoine Morel
LED01054,Klaus,López,Ministry of Defense Indonesia,Indonesia,Asia,DSEI London,Working,28,Cold,False,,Rafale F3-R,2018-07-15,2019-12-10,Isabelle Bernard
LED01055,Yiannis,Al-Thani,Ministry of Defense Croatia,Croatia,Europe,Embassy Referral,Converted,50,Warm,True,ACC0010,MRO Contract Rafale,2019-12-05,2021-01-28,Antoine Morel
LED01056,Rajesh,Nikolaou,Ministry of Defense Greece,Greece,Europe,Partner Network,Converted,79,Hot,True,ACC0017,Upgrade EW Suite,2022-03-11,2023-05-30,Marc Dupont
LED01057,Fatima,Kumar,Air Force Indonesia,Indonesia,Asia,Air Show Le Bourget,Nurturing,95,Hot,False,,Upgrade EW Suite,2022-01-28,2022-02-17,Jean-Pierre Martin
LED01058,Sunita,Müller,Ministry of Defense Germany,Germany,Europe,Aero India Bangalore,Working,5,Cold,False,,Falcon 6X,2018-11-15,2019-03-28,Marc Dupont
LED01059,Hamad,Al-Thani,Air Force Spain,Spain,Europe,Euronaval,Disqualified,73,Hot,False,,Falcon 6X,2020-07-11,2021-11-29,Sophie Leclerc
LED01060,Priya,Papadopoulos,Ministry of Defense India,India,Asia,Aero India Bangalore,Working,21,Cold,False,,MRO Contract Rafale,2018-10-03,2022-08-12,Jean-Pierre Martin
LED01061,Klaus,Singh,Ministry of Defense Germany,Germany,Europe,DSEI London,Working,93,Hot,False,,Rafale F3-R,2021-10-14,2023-01-19,Isabelle Bernard
LED01062,Budi,Al-Thani,Air Force UAE,UAE,Middle East,Euronaval,Working,79,Hot,False,,Falcon 6X,2020-10-02,2022-12-18,Sophie Leclerc
